"names_and_lsid","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Republic of Korea-Australia Migratory Bird Agreement (ROKAMBA)","South Australia : Conservation Status","Bonn Convention Migratory Taxa","China-Australia Migratory Bird Agreement (CAMBA)","Victoria : Conservation Status","Japan-Australia Migratory Bird Agreement (JAMBA)","Australian Capital Territory : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status","Western Australia : Conservation status: Priority 4","WA State Notifiable Pests"
"Dicrurus bracteatus|https://biodiversity.org.au/afd/taxa/32adbc19-eeb2-41a4-b477-01eaceb3b66e|Spangled Drongo|Animalia|Dicruridae","Dicrurus bracteatus","Gould, 1843","species","Animalia","Chordata","Aves","Passeriformes","Dicruridae","Dicrurus","Spangled Drongo","42","","","","","","","","","","","","","","",""
"Falco (Hierofalco) subniger|https://biodiversity.org.au/afd/taxa/d5b6c816-b979-4b95-84d8-739d4de6104c|Black Falcon|Animalia|Falconidae","Falco (Hierofalco) subniger","G.R. Gray, 1843","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Black Falcon","40","","Rare","","","Critically Endangered","","","","","","","Vulnerable","","",""
"Aidemosyne modesta|https://biodiversity.org.au/afd/taxa/35c4ef92-00fd-4295-a40e-343a46a5a1ee|Plum-headed Finch|Animalia|Estrildidae","Aidemosyne modesta","(Gould, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Aidemosyne","Plum-headed Finch","39","","","","","","","","","","","","","","",""
"Egretta|https://biodiversity.org.au/afd/taxa/088a3f9a-dbed-40a3-aaa0-47f0a37913df||Animalia|Ardeidae","Egretta","T. Forster, 1817","genus","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","","39","","","","","","","","","","","","","","",""
"Ixobrychus flavicollis|https://biodiversity.org.au/afd/taxa/ecb2030b-0309-43f2-8fb3-22776db1b98d|Black Bittern|Animalia|Ardeidae","Ixobrychus flavicollis","(Latham, 1790)","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Ixobrychus","Black Bittern","38","","","","","","","","","","","","Vulnerable","","",""
"Callocephalon fimbriatum|https://biodiversity.org.au/afd/taxa/6c646af8-06fb-40ae-83aa-3dd001cc4ea6|Gang-gang Cockatoo|Animalia|Cacatuidae","Callocephalon fimbriatum","(Grant, 1803)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Callocephalon","Gang-gang Cockatoo","36","","","","","Endangered","","Endangered","","","Endangered","","Endangered","","",""
"Edolisoma tenuirostre|https://biodiversity.org.au/afd/taxa/db2c2e7f-df19-44ac-9708-c84cc27ad45f|Cicadabird|Animalia|Campephagidae","Edolisoma tenuirostre","(Jardine, 1831)","species","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Edolisoma","Cicadabird","36","","","","","","","","","","","","","","",""
"Melithreptus (Eidopsarus) gularis gularis|https://biodiversity.org.au/afd/taxa/5ae49193-9e02-4a8d-a573-112cbf35c350|Black-chinned Honeyeater (eastern)|Animalia|Meliphagidae","Melithreptus (Eidopsarus) gularis gularis","(Gould, 1837)","subspecies","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Melithreptus","Black-chinned Honeyeater (eastern)","36","","","","","","","","","","","","","","",""
"Lopholaimus antarcticus|https://biodiversity.org.au/afd/taxa/f14a931a-6be7-4085-85ee-4e72881627da|Topknot Pigeon|Animalia|Columbidae","Lopholaimus antarcticus","(Shaw, 1793)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Lopholaimus","Topknot Pigeon","35","","","","","","","","","","","","","","",""
"Origma solitaria|https://biodiversity.org.au/afd/taxa/7ff3f751-4a9d-4cde-9a67-125aae35041b|Rockwarbler|Animalia|Acanthizidae","Origma solitaria","(Lewin, 1808)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Origma","Rockwarbler","35","","","","","","","","","","","","","","",""
"Ninox (Rhabdoglaux) strenua|https://biodiversity.org.au/afd/taxa/d1c5dee0-0de6-487c-bf10-9fc5188ab671|Powerful Owl|Animalia|Strigidae","Ninox (Rhabdoglaux) strenua","(Gould, 1838)","species","Animalia","Chordata","Aves","Strigiformes","Strigidae","Ninox","Powerful Owl","33","","Endangered","","","Vulnerable","","","","Vulnerable","","","Vulnerable","","",""
"Stipiturus malachurus|https://biodiversity.org.au/afd/taxa/7b7a290d-ca89-494f-8f2e-7f05311240f2|Southern Emu-wren|Animalia|Maluridae","Stipiturus malachurus","(Shaw, 1798)","species","Animalia","Chordata","Aves","Passeriformes","Maluridae","Stipiturus","Southern Emu-wren","28","","","","","","","","","Vulnerable","","","","","",""
"Turdus merula merula|https://biodiversity.org.au/afd/taxa/21931600-b68e-45ce-b0b5-c34a65bb32c5|European Common Blackbird|Animalia|Turdidae","Turdus merula merula","Linnaeus, 1758","subspecies","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","European Common Blackbird","28","","","","","","","","","","","","","","",""
"Melithreptus (Eidopsarus) gularis|https://biodiversity.org.au/afd/taxa/3b60feee-81b9-4226-a8b4-b9635d7e11b8|Black-chinned Honeyeater|Animalia|Meliphagidae","Melithreptus (Eidopsarus) gularis","(Gould, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Melithreptus","Black-chinned Honeyeater","27","","","","","","","","","","","","","","",""
"ACCIPITRIDAE|https://biodiversity.org.au/afd/taxa/2c85a451-fdd1-44d6-a736-6131fbd2d323|Chinese Goshawk|Animalia|Accipitridae","ACCIPITRIDAE","Vigors, 1824","family","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","","Chinese Goshawk","26","","","","","","","","Endangered","","","","","","",""
"Alectura lathami|https://biodiversity.org.au/afd/taxa/3c6fe522-90df-4447-ab21-1dd086461abc|Australian Brush-turkey|Animalia|Megapodiidae","Alectura lathami","J.E. Gray, 1831","species","Animalia","Chordata","Aves","Galliformes","Megapodiidae","Alectura","Australian Brush-turkey","26","","","","","","","","","","","","","","",""
"Pavo cristatus|https://biodiversity.org.au/afd/taxa/52f3c1c6-8e4f-4ade-b0f7-17890169efb2|Indian Peafowl|Animalia|Phasianidae","Pavo cristatus","Linnaeus, 1758","species","Animalia","Chordata","Aves","Galliformes","Phasianidae","Pavo","Indian Peafowl","25","","","","","","","","","","","","","","",""
"Melanodryas (Melanodryas) cucullata|https://biodiversity.org.au/afd/taxa/7b537819-13c2-4974-969e-c95c6b00201d|Hooded Robin|Animalia|Petroicidae","Melanodryas (Melanodryas) cucullata","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Melanodryas","Hooded Robin","24","","","","","Vulnerable","","Endangered","","","","Critically Endangered","","","",""
"Myiagra (Myiagra) cyanoleuca|https://biodiversity.org.au/afd/taxa/d30c591e-199f-4cdc-9ed1-2ca0009bc5bc|Satin Flycatcher|Animalia|Monarchidae","Myiagra (Myiagra) cyanoleuca","(Vieillot, 1818)","species","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Satin Flycatcher","24","","Endangered","Listed","","","","","","","","","","","",""
"Accipiter|https://biodiversity.org.au/afd/taxa/67b01f4a-b75c-4b99-8f84-a9bda5c812f7||Animalia|Accipitridae","Accipiter","Brisson, 1760","genus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","","23","","","","","","","","Endangered","","","","","","",""
"Calyptorhynchus (Calyptorhynchus) lathami lathami|https://biodiversity.org.au/afd/taxa/a7578d10-e7ae-48c2-9deb-bab619125a6c|South-eastern Glossy Black-cockatoo|Animalia|Cacatuidae","Calyptorhynchus (Calyptorhynchus) lathami lathami","(Temminck, 1807)","subspecies","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Calyptorhynchus","South-eastern Glossy Black-cockatoo","23","","","","","Vulnerable","","Vulnerable","","Vulnerable","","","","","",""
"Falco|https://biodiversity.org.au/afd/taxa/6f60b8eb-5d6b-4fb6-bd80-8f8e9202ac69||Animalia|Falconidae","Falco","Linnaeus, 1758","genus","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","","23","","","","","","","","","","","","","","",""
"Hydroprogne caspia|https://biodiversity.org.au/afd/taxa/da1e1bf2-3684-4eea-b579-1d83507c020d|Caspian Tern|Animalia|Laridae","Hydroprogne caspia","(Pallas, 1770)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Caspian Tern","22","","","","","Vulnerable","Listed","","","","","","","Migratory","",""
"Ixobrychus dubius|https://biodiversity.org.au/afd/taxa/20938676-d287-43d7-a887-a15fbb3ff6bb|Minute Bittern|Animalia|Ardeidae","Ixobrychus dubius","Mathews, 1912","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Ixobrychus","Minute Bittern","22","","Endangered","","","Endangered","","","","","","","","","Rare, Near Threatened",""
"Limosa lapponica|https://biodiversity.org.au/afd/taxa/0068714f-cc38-49e8-9541-7ff0e796b5f9|Bar-tailed Godwit|Animalia|Scolopacidae","Limosa lapponica","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Bar-tailed Godwit","22","Listed","","Listed","Listed","Vulnerable","Listed","","","","","","","Migratory","",""
"Nymphicus hollandicus|https://biodiversity.org.au/afd/taxa/4bcf9c5d-7254-4f41-915e-ded5b733ef73|Cockatiel|Animalia|Cacatuidae","Nymphicus hollandicus","(Kerr, 1792)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Nymphicus","Cockatiel","22","","","","","","","","","","","","","","",""
"Apus (Apus) pacificus|https://biodiversity.org.au/afd/taxa/e2b6aed6-2f82-4b7c-9966-5ef2f9190bee|Fork-tailed Swift|Animalia|Apodidae","Apus (Apus) pacificus","(Latham, 1801)","species","Animalia","Chordata","Aves","Apodiformes","Apodidae","Apus","Fork-tailed Swift","20","Listed","","","Listed","","Listed","","","","","","","Migratory","",""
"Coturnix|https://biodiversity.org.au/afd/taxa/0aad1dc2-4a87-47c7-a484-7d1832193ba5|Barrabarruun|Animalia|Phasianidae","Coturnix","Bonnaterre, 1791","genus","Animalia","Chordata","Aves","Galliformes","Phasianidae","Coturnix","Barrabarruun","20","","","","","","","","","","","","","","",""
"Lophochroa leadbeateri|https://biodiversity.org.au/afd/taxa/5815e99d-01cd-4a92-99ba-36f480c4834d|Major Mitchell's Cockatoo|Animalia|Cacatuidae","Lophochroa leadbeateri","(Vigors, 1831)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Lophochroa","Major Mitchell's Cockatoo","20","","Rare","","","Critically Endangered","","","","Endangered","","","Vulnerable","","",""
"Menura (Menura) novaehollandiae|https://biodiversity.org.au/afd/taxa/944960f7-4a3f-4de8-a1fd-0f037af45a23|Superb Lyrebird|Animalia|Menuridae","Menura (Menura) novaehollandiae","Latham, 1801","species","Animalia","Chordata","Aves","Passeriformes","Menuridae","Menura","Superb Lyrebird","19","","","","","","","","","","","","","","",""
"Numenius (Mesoscolopax) minutus|https://biodiversity.org.au/afd/taxa/0120164e-ebea-4367-863d-0bbf72ad8379|Little Curlew|Animalia|Scolopacidae","Numenius (Mesoscolopax) minutus","Gould, 1841","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Little Curlew","19","Listed","","Listed","Listed","","Listed","","","","","","","Migratory","",""
"Sturnus (Sturnus) vulgaris vulgaris|https://biodiversity.org.au/afd/taxa/4e956a00-ca84-4cbe-b492-1fd592c2b345|European Common Starling|Animalia|Sturnidae","Sturnus (Sturnus) vulgaris vulgaris","Linnaeus, 1758","subspecies","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","European Common Starling","19","","","","","","","","","","","","","","","Y"
"ACCIPITRIFORMES|https://biodiversity.org.au/afd/taxa/fef84e24-1828-4fbb-8897-f7d5b134215b||Animalia|null","ACCIPITRIFORMES","","order","Animalia","Chordata","Aves","Accipitriformes","","","","18","","","","","","","","","","","","","","",""
"Anthochaera (Anellobia) lunulata|https://biodiversity.org.au/afd/taxa/59b7c7f5-1d07-4ab0-90ef-9be0885de1dd|Western Wattlebird|Animalia|Meliphagidae","Anthochaera (Anellobia) lunulata","Gould, 1838","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","Western Wattlebird","18","","","","","","","","","","","","","","",""
"Charadrius (Charadrius) bicinctus|https://biodiversity.org.au/afd/taxa/1afc2e2d-c021-4cfb-8fa8-b002ac1ed3f2|Double-banded Plover|Animalia|Charadriidae","Charadrius (Charadrius) bicinctus","Jardine & Selby, 1827","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Double-banded Plover","18","","","Listed","","","","","","","","","","Migratory","",""
"PHALACROCORACIDAE|https://biodiversity.org.au/afd/taxa/cda27835-57d4-4356-b276-f516ff2b7b47||Animalia|Phalacrocoracidae","PHALACROCORACIDAE","Reichenbach, 1853","family","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","","","18","","","","","","","","","","","","","","",""
"Phaps (Phaps) elegans|https://biodiversity.org.au/afd/taxa/aac06d61-b8b3-4988-9483-3455b96c4a15|Brush Bronzewing|Animalia|Columbidae","Phaps (Phaps) elegans","(Temminck, 1809)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Phaps","Brush Bronzewing","18","","","","","","","","","","","","","","Rare, Near Threatened",""
"Fulica atra australis|https://biodiversity.org.au/afd/taxa/834a994a-839f-40e6-a4f1-f3940e95e047|Australian Eurasian Coot|Animalia|Rallidae","Fulica atra australis","Gould, 1845","subspecies","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Australian Eurasian Coot","17","","","","","","","","","","","","","","",""
"Gymnorhina tibicen tibicen|https://biodiversity.org.au/afd/taxa/a18ae747-58fa-4238-9261-c09148c4e9da|Coastal New South Wales Australian Magpie|Animalia|Artamidae","Gymnorhina tibicen tibicen","(Latham, 1801)","subspecies","Animalia","Chordata","Aves","Passeriformes","Artamidae","Gymnorhina","Coastal New South Wales Australian Magpie","17","","","","","","","","","","","","","","",""
"Ninox (Hieracoglaux) connivens|https://biodiversity.org.au/afd/taxa/bd332ca4-dab5-4fda-8d68-04b678ffcdb4|Barking Owl|Animalia|Strigidae","Ninox (Hieracoglaux) connivens","(Latham, 1801)","species","Animalia","Chordata","Aves","Strigiformes","Strigidae","Ninox","Barking Owl","17","","","","","Critically Endangered","","","","","","","Vulnerable","","",""
"Hirundo (Hirundo) neoxena neoxena|https://biodiversity.org.au/afd/taxa/095cc550-093b-44d6-a3a6-ac10303d4f3a|Eastern Welcome Swallow|Animalia|Hirundinidae","Hirundo (Hirundo) neoxena neoxena","Gould, 1843","subspecies","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Eastern Welcome Swallow","16","","","","","","","","","","","","","","",""
"Artamus (Artamus) leucorynchus|https://biodiversity.org.au/afd/taxa/a50e7c20-9790-4538-ba21-cc0e1b52a724|White-breasted Woodswallow|Animalia|Artamidae","Artamus (Artamus) leucorynchus","(Linnaeus, 1771)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Artamus","White-breasted Woodswallow","15","","","","","","","","","","","","","","",""
"Gallinula (Gallinula) tenebrosa tenebrosa|https://biodiversity.org.au/afd/taxa/261b2502-3e31-4d17-91e7-8acd5a8e1bb7|Australian Dusky Moorhen|Animalia|Rallidae","Gallinula (Gallinula) tenebrosa tenebrosa","Gould, 1846","subspecies","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallinula","Australian Dusky Moorhen","15","","","","","","","","","","","","","","",""
"PODICIPEDIDAE|https://biodiversity.org.au/afd/taxa/da69943c-4754-431f-a642-a61dc35ba453|Little Grebe|Animalia|Podicipedidae","PODICIPEDIDAE","Bonaparte, 1831","family","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","","Little Grebe","15","","","","","","","","","","","","","","",""
"Centropus phasianinus|https://biodiversity.org.au/afd/taxa/0fa51aed-86f2-445b-adc4-c99bf1dd4487|Pheasant Coucal|Animalia|Cuculidae","Centropus phasianinus","(Latham, 1801)","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Centropus","Pheasant Coucal","14","","","","","","","","","","","","","","",""
"Climacteris (Climacteris) picumnus victoriae|https://biodiversity.org.au/afd/taxa/fe69a214-d43c-468f-bb83-06402ac95e35|South-eastern Brown Treecreeper|Animalia|Climacteridae","Climacteris (Climacteris) picumnus victoriae","Mathews, 1912","subspecies","Animalia","Chordata","Aves","Passeriformes","Climacteridae","Climacteris","South-eastern Brown Treecreeper","14","","","","","","","Vulnerable","","","","","","","",""
"Climacteris (Climacteris) picumnus|https://biodiversity.org.au/afd/taxa/5f79ff26-59bf-42f4-9a7b-d493b3951974|Brown Treecreeper|Animalia|Climacteridae","Climacteris (Climacteris) picumnus","Temminck, 1824","species","Animalia","Chordata","Aves","Passeriformes","Climacteridae","Climacteris","Brown Treecreeper","14","","","","","","","Vulnerable","","","","","","","",""
"Corvus bennetti|https://biodiversity.org.au/afd/taxa/351ef0f8-f560-43d6-b784-f393edb97df9|Little Crow|Animalia|Corvidae","Corvus bennetti","North, 1901","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Little Crow","14","","","","","","","","","","","","","","",""
"Excalfactoria chinensis|ALA_DR22912_872_1||Animalia|Phasianidae","Excalfactoria chinensis","","species","Animalia","Chordata","Aves","Galliformes","Phasianidae","Excalfactoria","","14","","","","","","","","","","","","","","",""
"Gallus gallus|https://biodiversity.org.au/afd/taxa/426f7c7a-fb95-49cc-989d-4fab897aa9d1|Red Junglefowl|Animalia|Phasianidae","Gallus gallus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Galliformes","Phasianidae","Gallus","Red Junglefowl","14","","","","","","","","","","","","","","",""
"Neosericornis citreogularis|https://biodiversity.org.au/afd/taxa/b18a412a-6f26-4b65-ad1b-a196960445b6|Yellow-throated Scrubwren|Animalia|Acanthizidae","Neosericornis citreogularis","(Gould, 1838)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Neosericornis","Yellow-throated Scrubwren","14","","","","","","","","","","","","","","",""
"PASSERIFORMES|https://biodiversity.org.au/afd/taxa/3a805b24-815c-456a-9f19-2c4c49586095|Yellowhammer|Animalia|null","PASSERIFORMES","","order","Animalia","Chordata","Aves","Passeriformes","","","Yellowhammer","14","","","","","","","","","","","","","","",""
"Stagonopleura (Stagonopleura) guttata|https://biodiversity.org.au/afd/taxa/6e872b58-55d1-443c-a30e-0d90a57e3240|Diamond Firetail|Animalia|Estrildidae","Stagonopleura (Stagonopleura) guttata","(Shaw, 1796)","species","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Stagonopleura","Diamond Firetail","14","","Vulnerable","","","Vulnerable","","Vulnerable","","Vulnerable","Vulnerable","","Vulnerable","","",""
"Acrocephalus (Acrocephalus) australis australis|https://biodiversity.org.au/afd/taxa/7275f161-6887-4909-9f5f-244b08c50e87|Eastern Australian Reed-warbler|Animalia|Acrocephalidae","Acrocephalus (Acrocephalus) australis australis","(Gould, 1838)","subspecies","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Acrocephalus","Eastern Australian Reed-warbler","13","","","","","","","","","","","","","","",""
"Epthianura (Epthianura) albifrons|https://biodiversity.org.au/afd/taxa/c95af018-43ab-43b8-8e14-037604db64f6|White-fronted Chat|Animalia|Meliphagidae","Epthianura (Epthianura) albifrons","(Jardine & Selby, 1828)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Epthianura","White-fronted Chat","13","","","","","","","","","","","","Vulnerable","","",""
"Glareola (Glareola) maldivarum|https://biodiversity.org.au/afd/taxa/1265b13a-52b4-462f-8b28-0575df7ff68d|Oriental Pratincole|Animalia|Glareolidae","Glareola (Glareola) maldivarum","J.R. Forster, 1795","species","Animalia","Chordata","Aves","Charadriiformes","Glareolidae","Glareola","Oriental Pratincole","13","Listed","","","Listed","","Listed","","","","","","","Migratory","",""
"Philemon (Microphilemon) citreogularis|https://biodiversity.org.au/afd/taxa/0d54571e-f67a-4814-bf1b-7e9aa02df03e|Little Friarbird|Animalia|Meliphagidae","Philemon (Microphilemon) citreogularis","(Gould, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Little Friarbird","13","","","","","","","","","","","","","","",""
"Tyto novaehollandiae|https://biodiversity.org.au/afd/taxa/f1c0ca04-8d30-40f4-ab25-103c74f430d2|Masked Owl|Animalia|Tytonidae","Tyto novaehollandiae","(Stephens, 1826)","species","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Masked Owl","12","","","","","Critically Endangered","","","","","","Vulnerable","Vulnerable","","",""
"Gelochelidon nilotica|https://biodiversity.org.au/afd/taxa/72b23d0a-7050-413f-9100-3562d383888e|Gull-billed Tern|Animalia|Laridae","Gelochelidon nilotica","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Gelochelidon","Gull-billed Tern","11","","","","Listed","","","","","","","","","Migratory","",""
"Hylacola pyrrhopygia|https://biodiversity.org.au/afd/taxa/c88390d9-2583-474b-b576-b00349b7eb3b|Chestnut-rumped Heathwren|Animalia|Acanthizidae","Hylacola pyrrhopygia","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Hylacola","Chestnut-rumped Heathwren","11","","","","","Vulnerable","","","","","","","","","",""
"Calidris (Ereunetes) subminuta|https://biodiversity.org.au/afd/taxa/cbef5be9-829a-4691-9de4-125356441b1f|Long-toed Stint|Animalia|Scolopacidae","Calidris (Ereunetes) subminuta","(Middendorff, 1851)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Long-toed Stint","10","Listed","Rare","Listed","Listed","","Listed","","","","","","","Migratory","",""
"Edolisoma|https://biodiversity.org.au/afd/taxa/116e9b78-984b-44c9-afe6-ca4702286631||Animalia|Campephagidae","Edolisoma","Pucheran, 1853","genus","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Edolisoma","","10","","","","","","","","","","","","","","",""
"Hirundo (Hirundo) rustica|https://biodiversity.org.au/afd/taxa/45a68d2a-c97f-4c82-ac4b-14db0f68a814|Barn Swallow|Animalia|Hirundinidae","Hirundo (Hirundo) rustica","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Barn Swallow","10","Listed","","","Listed","","Listed","","","","","","","Migratory","",""
"Melopsittacus undulatus|https://biodiversity.org.au/afd/taxa/f40752b0-a14a-42ce-bc47-ec207cb0b4bd|Budgerigar|Animalia|Psittacidae","Melopsittacus undulatus","(Shaw, 1805)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Melopsittacus","Budgerigar","10","","","","","","","","","","","","","","",""
"Thinornis|https://biodiversity.org.au/afd/taxa/61ad6012-e658-483b-9cbc-0ead0934fd86||Animalia|Charadriidae","Thinornis","G.R. Gray, 1845","genus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Thinornis","","10","","","","","","","","","","","","","","",""
"CHARADRIIFORMES|https://biodiversity.org.au/afd/taxa/963a4568-f461-4e6b-bfec-7a4fd9be4fd8||Animalia|null","CHARADRIIFORMES","","order","Animalia","Chordata","Aves","Charadriiformes","","","","9","","","","","","","","","","","","","","",""
"Calyptorhynchus (Calyptorhynchus) banksii samueli|https://biodiversity.org.au/afd/taxa/99914357-63e8-409b-bb3d-234cc2f47318|Inland Red-tailed Black-cockatoo|Animalia|Cacatuidae","Calyptorhynchus (Calyptorhynchus) banksii samueli","Mathews, 1917","subspecies","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Calyptorhynchus","Inland Red-tailed Black-cockatoo","9","","","","","","","","","","","","","","",""
"Coracina (Coracina) novaehollandiae melanops|https://biodiversity.org.au/afd/taxa/788491f6-a5d9-474f-9e95-02cb9a78171b|Mainland Black-faced Cuckoo-shrike|Animalia|Campephagidae","Coracina (Coracina) novaehollandiae melanops","(Latham, 1801)","subspecies","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Coracina","Mainland Black-faced Cuckoo-shrike","9","","","","","","","","","","","","","","",""
"Cuculus optatus|https://biodiversity.org.au/afd/taxa/a59d59b3-a9b5-4e6a-ab0e-7602c447d50e|Oriental Cuckoo|Animalia|Cuculidae","Cuculus optatus","Gould, 1845","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Cuculus","Oriental Cuckoo","9","Listed","","","Listed","","Listed","","","","","","","Migratory","",""
"Sericornis (Arfakornis) magnirostra|https://biodiversity.org.au/afd/taxa/e7a5275a-348a-4e31-a28a-3162313f56b5|Large-billed Scrubwren|Animalia|Acanthizidae","Sericornis (Arfakornis) magnirostra","(Gould, 1838)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Sericornis","Large-billed Scrubwren","9","","","","","","","","","","","","","","",""
"Turnix pyrrhothorax|https://biodiversity.org.au/afd/taxa/83222654-3360-4649-af4a-6f8304ce0744|Red-chested Button-quail|Animalia|Turnicidae","Turnix pyrrhothorax","(Gould, 1841)","species","Animalia","Chordata","Aves","Turniciformes","Turnicidae","Turnix","Red-chested Button-quail","9","","Rare","","","Endangered","","","","","","","","","",""
"Anseranas semipalmata|https://biodiversity.org.au/afd/taxa/8303d47d-200c-463a-aca0-a087260b00c1|Magpie Goose|Animalia|Anseranatidae","Anseranas semipalmata","(Latham, 1798)","species","Animalia","Chordata","Aves","Anseriformes","Anseranatidae","Anseranas","Magpie Goose","8","","Endangered","","","Vulnerable","","","","","","","Vulnerable","","",""
"Chlidonias (Chlidonias) leucopterus|https://biodiversity.org.au/afd/taxa/383daf29-74b1-40b1-9014-51bbf3af8898|White-winged Black Tern|Animalia|Laridae","Chlidonias (Chlidonias) leucopterus","(Temminck, 1815)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chlidonias","White-winged Black Tern","8","Listed","","","Listed","","Listed","","","","","","","Migratory","",""
"Chloris chloris|https://biodiversity.org.au/afd/taxa/93ed3173-5205-4a49-a1ae-6d49d6af4344|European Greenfinch|Animalia|Fringillidae","Chloris chloris","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Chloris","European Greenfinch","8","","","","","","","","","","","","","","",""
"Coracina|https://biodiversity.org.au/afd/taxa/d263b1e0-7f4e-485a-ac7f-ffdce0890251|Bebik|Animalia|Campephagidae","Coracina","Vieillot, 1816","genus","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Coracina","Bebik","8","","","","","","","","","","","","","","",""
"Eurostopodus (Eurostopodus) mystacalis|https://biodiversity.org.au/afd/taxa/b46f55cd-50d1-460d-9eba-bd629a158ae2|White-throated Nightjar|Animalia|Caprimulgidae","Eurostopodus (Eurostopodus) mystacalis","(Temminck, 1826)","species","Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Eurostopodus","White-throated Nightjar","8","","","","","","","","","","","","","","",""
"Myzomela (Myzomela) sanguinolenta sanguinolenta|https://biodiversity.org.au/afd/taxa/59059a68-989e-4ee0-9f2e-56f9027dcf4d||Animalia|Meliphagidae","Myzomela (Myzomela) sanguinolenta sanguinolenta","(Latham, 1801)","subspecies","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Myzomela","","8","","","","","","","","","","","","","","",""
"Petroica (Petroica) boodang boodang|https://biodiversity.org.au/afd/taxa/53a066e6-a857-421a-aea6-8e38dc256717|Eastern Scarlet Robin|Animalia|Petroicidae","Petroica (Petroica) boodang boodang","(Lesson, 1838)","subspecies","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Petroica","Eastern Scarlet Robin","8","","","","","","","Vulnerable","","","","","Vulnerable","","",""
