"names_and_lsid","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Republic of Korea-Australia Migratory Bird Agreement (ROKAMBA)","South Australia : Conservation Status","China-Australia Migratory Bird Agreement (CAMBA)","Bonn Convention Migratory Taxa","Victoria : Conservation Status","Japan-Australia Migratory Bird Agreement (JAMBA)","Australian Capital Territory : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status","Western Australia : Conservation status: Priority 4","WA State Notifiable Pests"
"Pitta (Pitta) versicolor|https://biodiversity.org.au/afd/taxa/6edcdc3c-6a62-4d41-87e7-dc3d4a642ff4|Noisy Pitta|Animalia|Pittidae","Pitta (Pitta) versicolor","Swainson, 1825","species","Animalia","Chordata","Aves","Passeriformes","Pittidae","Pitta","Noisy Pitta","1","","","","","","","","","","","","","","",""
"Platycercus (Platycercus) elegans flaveolus|https://biodiversity.org.au/afd/taxa/8c24098a-25d6-495c-ace3-0580abe7f920|Yellow Rosella|Animalia|Psittacidae","Platycercus (Platycercus) elegans flaveolus","Gould, 1838","subspecies","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","Yellow Rosella","1","","","","","","","","","","","","","","",""
"Podargus strigoides strigoides|https://biodiversity.org.au/afd/taxa/473e3298-e84e-4fed-9dfe-2b8901935f92|Eastern Tawny Frogmouth|Animalia|Podargidae","Podargus strigoides strigoides","(Latham, 1801)","subspecies","Animalia","Chordata","Aves","Caprimulgiformes","Podargidae","Podargus","Eastern Tawny Frogmouth","1","","","","","","","","","","","","","","",""
"Pterodroma (Hallstroma) heraldica|https://biodiversity.org.au/afd/taxa/6bdb6f06-0385-498c-bc01-ada1a5d02dd1|Herald Petrel|Animalia|Procellariidae","Pterodroma (Hallstroma) heraldica","(Salvin, 1888)","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","Herald Petrel","1","","","","","","","","","Critically Endangered","Critically Endangered","","","","",""
"Pterodroma inexpectata|https://biodiversity.org.au/afd/taxa/aca8727a-77f6-464f-9085-ba09372907f2|Mottled Petrel|Animalia|Procellariidae","Pterodroma inexpectata","(J.R. Forster, 1844)","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","Mottled Petrel","1","","","","","","","","","","","","","","",""
"Puffinus (Puffinus) assimilis|https://biodiversity.org.au/afd/taxa/904b1a86-2387-41b7-b8ea-15ccca874a73|Little Shearwater|Animalia|Procellariidae","Puffinus (Puffinus) assimilis","Gould, 1838","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","Little Shearwater","1","","","","","","","","","","","","Vulnerable","","",""
"Recurvirostra novaehollandiae|https://biodiversity.org.au/afd/taxa/c69e7308-527a-429d-a80d-143bd20b5100|Red-necked Avocet|Animalia|Recurvirostridae","Recurvirostra novaehollandiae","Vieillot, 1816","species","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Recurvirostra","Red-necked Avocet","1","","","","","","","","","","","","","","",""
"Rhipidura (Howeavis) rufifrons rufifrons|https://biodiversity.org.au/afd/taxa/8fa79107-fe53-4a28-b466-d57b827fac1f|Southern Rufous Fantail|Animalia|Rhipiduridae","Rhipidura (Howeavis) rufifrons rufifrons","(Latham, 1801)","subspecies","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Southern Rufous Fantail","1","","","","Listed","","","","","","","","","","",""
"Rostratula australis|https://biodiversity.org.au/afd/taxa/0e647393-fbcb-470a-994f-068aebecfceb|Australian Painted Snipe|Animalia|Rostratulidae","Rostratula australis","(Gould, 1838)","species","Animalia","Chordata","Aves","Charadriiformes","Rostratulidae","Rostratula","Australian Painted Snipe","1","","Endangered","","","Critically Endangered","","Endangered","","Endangered","Endangered","Endangered","Endangered","Endangered","",""
"STRIGIFORMES|https://biodiversity.org.au/afd/taxa/511d97fe-34d4-4ce2-bcec-3998dba7ca08||Animalia|null","STRIGIFORMES","","order","Animalia","Chordata","Aves","Strigiformes","","","","1","","","","","","","","","","","","","","",""
"Stipiturus malachurus polionotum|https://biodiversity.org.au/afd/taxa/8582dab0-6f2d-4054-93c5-5faa80f94f3e|Glenelg Southern Emu-wren|Animalia|Maluridae","Stipiturus malachurus polionotum","Schodde & Mason, 1999","subspecies","Animalia","Chordata","Aves","Passeriformes","Maluridae","Stipiturus","Glenelg Southern Emu-wren","1","","","","","","","","","Vulnerable","","","","","",""
"Strepera|https://biodiversity.org.au/afd/taxa/afb9a064-99f0-4954-91b6-0aa51398ccab||Animalia|Artamidae","Strepera","Lesson, 1830","genus","Animalia","Chordata","Aves","Passeriformes","Artamidae","Strepera","","1","","","","","","","","","","","","","","",""
"Synoicus chinensis|https://biodiversity.org.au/afd/taxa/1f974696-630a-4666-9425-dbce7f1989b4|King Quail|Animalia|Phasianidae","Synoicus chinensis","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Galliformes","Phasianidae","Synoicus","King Quail","1","","","","","Endangered","","","","","","","","","",""
"Thalassarche bulleri|https://biodiversity.org.au/afd/taxa/49da4af7-9827-42ab-94f7-dab04f52199a|Buller's Albatross|Animalia|Diomedeidae","Thalassarche bulleri","(Rothschild, 1893)","species","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","Buller's Albatross","1","","","","Listed","Endangered","","","","Vulnerable","Vulnerable","","","","",""
"Thalasseus|https://biodiversity.org.au/afd/taxa/c8c9b5b5-bb20-4cfc-a7ce-93d2f32e578c||Animalia|Laridae","Thalasseus","Boie, 1822","genus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","","1","","","","","","","","","","","","","","",""
"Turnix|https://biodiversity.org.au/afd/taxa/5e184c27-fbb7-4d10-865f-f135be14f120||Animalia|Turnicidae","Turnix","Bonnaterre, 1791","genus","Animalia","Chordata","Aves","Turniciformes","Turnicidae","Turnix","","1","","","","","","","","","","","","","","",""
"Xenus cinereus|https://biodiversity.org.au/afd/taxa/4090ad27-9c69-454d-aa47-23860b9ee50b|Terek Sandpiper|Animalia|Scolopacidae","Xenus cinereus","(Güldenstädt, 1775)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Xenus","Terek Sandpiper","1","Listed","Rare","Listed","Listed","Endangered","Listed","","","Vulnerable","Vulnerable","","Vulnerable","Migratory","",""
"Zoothera (Zoothera) heinei|https://biodiversity.org.au/afd/taxa/4b1e3af6-50a9-4cfb-b321-301a3e7ba5af|Russet-tailed Thrush|Animalia|Turdidae","Zoothera (Zoothera) heinei","(Cabanis, 1850)","species","Animalia","Chordata","Aves","Passeriformes","Turdidae","Zoothera","Russet-tailed Thrush","1","","","","","","","","","","","","","","",""
"Zoothera (Zoothera) lunulata lunulata|https://biodiversity.org.au/afd/taxa/a54eac26-049a-4b9b-83da-8ab8edc94398|South-eastern Bassian Thrush|Animalia|Turdidae","Zoothera (Zoothera) lunulata lunulata","(Latham, 1801)","subspecies","Animalia","Chordata","Aves","Passeriformes","Turdidae","Zoothera","South-eastern Bassian Thrush","1","","Rare","","","","","","","","","","","","",""
"Zoothera|https://biodiversity.org.au/afd/taxa/606fefc1-435f-442d-9881-589de9446f1f||Animalia|Turdidae","Zoothera","Vigors, 1832","genus","Animalia","Chordata","Aves","Passeriformes","Turdidae","Zoothera","","1","","","","","","","","","","","","","","",""
