"names_and_lsid","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Republic of Korea-Australia Migratory Bird Agreement (ROKAMBA)","South Australia : Conservation Status","China-Australia Migratory Bird Agreement (CAMBA)","Bonn Convention Migratory Taxa","Victoria : Conservation Status","Japan-Australia Migratory Bird Agreement (JAMBA)","Australian Capital Territory : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status","Western Australia : Conservation status: Priority 4","WA State Notifiable Pests"
"Phalacrocorax|https://biodiversity.org.au/afd/taxa/bb25e81d-c839-4ab2-ade6-5492ec23a567||Animalia|Phalacrocoracidae","Phalacrocorax","Brisson, 1760","genus","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","","6","","","","","","","","","","","","","","",""
"Philemon (Microphilemon) citreogularis|https://biodiversity.org.au/afd/taxa/0d54571e-f67a-4814-bf1b-7e9aa02df03e|Little Friarbird|Animalia|Meliphagidae","Philemon (Microphilemon) citreogularis","(Gould, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Little Friarbird","6","","","","","","","","","","","","","","",""
"Strepera (Neostrepera) versicolor|https://biodiversity.org.au/afd/taxa/8ce669b4-fb53-4be0-9203-b02444eca02a|Grey Currawong|Animalia|Artamidae","Strepera (Neostrepera) versicolor","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Strepera","Grey Currawong","6","","","","","","","","","","","","","","",""
"Acanthiza|https://biodiversity.org.au/afd/taxa/ab08156b-3c35-4b55-9157-14fee818c329||Animalia|Acanthizidae","Acanthiza","Vigors & Horsfield, 1827","genus","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","","5","","","","","","","","","","","","","","",""
"Anthochaera|https://biodiversity.org.au/afd/taxa/dff5866e-723a-4835-85b1-401814c41652||Animalia|Meliphagidae","Anthochaera","Vigors & Horsfield, 1827","genus","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","","5","","","","","","","","","","","","","","",""
"Cincloramphus timoriensis|https://biodiversity.org.au/afd/taxa/d935c91c-9c33-47bf-ac94-322d131fac27|Tawny Grassbird|Animalia|Locustellidae","Cincloramphus timoriensis","(Wallace, 1864)","species","Animalia","Chordata","Aves","Passeriformes","Locustellidae","Cincloramphus","Tawny Grassbird","5","","","","","","","","","","","","","","",""
"Diomedea antipodensis antipodensis|https://biodiversity.org.au/afd/taxa/76367519-6925-4447-a64e-0023b4de76e3|Eastern Antipodean Albatross|Animalia|Diomedeidae","Diomedea antipodensis antipodensis","Robertson & Warham, 1992","subspecies","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Diomedea","Eastern Antipodean Albatross","5","","","","Listed","","","","","","Vulnerable","","Vulnerable","Migratory","",""
"Eolophus roseicapilla albiceps|https://biodiversity.org.au/afd/taxa/a38ac5ac-3049-4fde-8391-faf8bf7aeb7f|Eastern Galah|Animalia|Cacatuidae","Eolophus roseicapilla albiceps","Schodde, 1989","subspecies","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Eolophus","Eastern Galah","5","","","","","","","","","","","","","","",""
"Fulica atra australis|https://biodiversity.org.au/afd/taxa/834a994a-839f-40e6-a4f1-f3940e95e047|Australian Eurasian Coot|Animalia|Rallidae","Fulica atra australis","Gould, 1845","subspecies","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Australian Eurasian Coot","5","","","","","","","","","","","","","","",""
"Ixobrychus flavicollis|https://biodiversity.org.au/afd/taxa/ecb2030b-0309-43f2-8fb3-22776db1b98d|Black Bittern|Animalia|Ardeidae","Ixobrychus flavicollis","(Latham, 1790)","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Ixobrychus","Black Bittern","5","","","","","","","","","","","","Vulnerable","","",""
"Macronectes giganteus|https://biodiversity.org.au/afd/taxa/4fbd4b05-2035-46d9-b4a3-2a177b1d4f44|Southern Giant-petrel|Animalia|Procellariidae","Macronectes giganteus","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Macronectes","Southern Giant-petrel","5","","Vulnerable","","Listed","Endangered","","","Vulnerable","Endangered","Endangered","","Endangered","Migratory","",""
"Nycticorax caledonicus|https://biodiversity.org.au/afd/taxa/dec8c88f-7f20-4f30-b2af-c75d09fb066c|Nankeen Night-heron|Animalia|Ardeidae","Nycticorax caledonicus","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Nycticorax","Nankeen Night-heron","5","","","","","","","","","","","","","","",""
"PODICIPEDIDAE|https://biodiversity.org.au/afd/taxa/da69943c-4754-431f-a642-a61dc35ba453|Little Grebe|Animalia|Podicipedidae","PODICIPEDIDAE","Bonaparte, 1831","family","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","","Little Grebe","5","","","","","","","","","","","","","","",""
"PSITTACIFORMES|https://biodiversity.org.au/afd/taxa/dc1a2f10-1110-4365-a7b6-2edf17c70505||Animalia|null","PSITTACIFORMES","","order","Animalia","Chordata","Aves","Psittaciformes","","","","5","","","","","","","","","","","","","","",""
"Pachycephala|https://biodiversity.org.au/afd/taxa/bd1dda6f-8a06-4bb9-9944-a60e679117b7||Animalia|Pachycephalidae","Pachycephala","Vigors, 1825","genus","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","","5","","","","","","","","","","","","","","",""
"Phylidonyris (Meliornis) niger niger|https://biodiversity.org.au/afd/taxa/5d426833-a191-45ba-9a3c-d59c5f42ca44|Eastern White-cheeked Honeyeater|Animalia|Meliphagidae","Phylidonyris (Meliornis) niger niger","(Bechstein, 1811)","subspecies","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Phylidonyris","Eastern White-cheeked Honeyeater","5","","","","","","","","","","","","","","",""
"Pycnoptilus floccosus|https://biodiversity.org.au/afd/taxa/2e27790b-4503-444b-a7c4-e55c563f2f69|Pilotbird|Animalia|Acanthizidae","Pycnoptilus floccosus","Gould, 1851","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Pycnoptilus","Pilotbird","5","","","","","Vulnerable","","Vulnerable","","","Vulnerable","","","","",""
"Trichoglossus chlorolepidotus|https://biodiversity.org.au/afd/taxa/ecaca7ec-da2e-4c6b-b190-14e7a1738884|Scaly-breasted Lorikeet|Animalia|Psittacidae","Trichoglossus chlorolepidotus","(Kuhl, 1820)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Trichoglossus","Scaly-breasted Lorikeet","5","","","","","","","","","","","","","","",""
"Tringa (Heteroscelus) incana|https://biodiversity.org.au/afd/taxa/d9c3c304-8f68-4f6b-a472-a96a99a3a4e9|Wandering Tattler|Animalia|Scolopacidae","Tringa (Heteroscelus) incana","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Wandering Tattler","5","","","","Listed","","Listed","","","","","","","","",""
"Ardea|https://biodiversity.org.au/afd/taxa/d8986c90-f4e0-426e-9f17-d3eb5fa0d613||Animalia|Ardeidae","Ardea","Linnaeus, 1758","genus","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Ardea","","4","","","","","","","","","","","","","","",""
"Bubulcus ibis|https://biodiversity.org.au/afd/taxa/b753892a-155e-4190-98ab-8e85cc9840b7|Cattle Egret|Animalia|Ardeidae","Bubulcus ibis","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Bubulcus","Cattle Egret","4","","","","","","","","","","","","","","",""
"Calidris (Ereunetes) ruficollis|https://biodiversity.org.au/afd/taxa/3d2396a0-b532-410a-87e7-d1fe3ab497f6|Red-necked Stint|Animalia|Scolopacidae","Calidris (Ereunetes) ruficollis","(Pallas, 1776)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Red-necked Stint","4","Listed","","Listed","Listed","","Listed","","","","","","","Migratory","",""
"Falco|https://biodiversity.org.au/afd/taxa/6f60b8eb-5d6b-4fb6-bd80-8f8e9202ac69||Animalia|Falconidae","Falco","Linnaeus, 1758","genus","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","","4","","","","","","","","","","","","","","",""
"Lichmera (Lichmera) indistincta|https://biodiversity.org.au/afd/taxa/ada6105e-c2de-4b93-9687-8e64d10863a7|Brown Honeyeater|Animalia|Meliphagidae","Lichmera (Lichmera) indistincta","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichmera","Brown Honeyeater","4","","","","","","","","","","","","","","",""
"Macronectes halli|https://biodiversity.org.au/afd/taxa/b4971f23-99a4-419f-bf99-549741781cf9|Northern Giant-petrel|Animalia|Procellariidae","Macronectes halli","Mathews, 1912","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Macronectes","Northern Giant-petrel","4","","","","Listed","Endangered","","","Near Threatened","Vulnerable","Vulnerable","","Vulnerable","Migratory","",""
"Ninox (Hieracoglaux) connivens|https://biodiversity.org.au/afd/taxa/bd332ca4-dab5-4fda-8d68-04b678ffcdb4|Barking Owl|Animalia|Strigidae","Ninox (Hieracoglaux) connivens","(Latham, 1801)","species","Animalia","Chordata","Aves","Strigiformes","Strigidae","Ninox","Barking Owl","4","","","","","Critically Endangered","","","","","","","Vulnerable","","",""
"PHALACROCORACIDAE|https://biodiversity.org.au/afd/taxa/cda27835-57d4-4356-b276-f516ff2b7b47||Animalia|Phalacrocoracidae","PHALACROCORACIDAE","Reichenbach, 1853","family","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","","","4","","","","","","","","","","","","","","",""
"Acrocephalus (Acrocephalus) australis|https://biodiversity.org.au/afd/taxa/51829a26-3d88-4238-be5b-354de5174292|Australian Reed Warbler|Animalia|Acrocephalidae","Acrocephalus (Acrocephalus) australis","(Gould, 1838)","species","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Acrocephalus","Australian Reed Warbler","3","","","","","","","","","","","","","","",""
"Ardenna carneipes|https://biodiversity.org.au/afd/taxa/db8a3a39-1d47-4840-a77c-4ced27a2ad26|Flesh-footed Shearwater|Animalia|Procellariidae","Ardenna carneipes","(Gould, 1844)","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Ardenna","Flesh-footed Shearwater","3","Listed","Rare","","","","Listed","","","","","","Vulnerable","Vulnerable","",""
"Calonectris leucomelas|https://biodiversity.org.au/afd/taxa/3ce5a7e3-24fb-4054-9f18-a1effb88d5a8|Streaked Shearwater|Animalia|Procellariidae","Calonectris leucomelas","(Temminck, 1836)","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Streaked Shearwater","3","Listed","","Listed","","","Listed","","","","","","","Migratory","",""
"Chalcophaps indica|https://biodiversity.org.au/afd/taxa/6d51b95d-9022-4e15-8c6b-9ac606eef004|Emerald Dove|Animalia|Columbidae","Chalcophaps indica","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Chalcophaps","Emerald Dove","3","","","","","","","","","","","","","","",""
"Chroicocephalus novaehollandiae novaehollandiae|https://biodiversity.org.au/afd/taxa/538264b4-3ff3-4f31-b585-6b0ab96b991f|Silver Gull|Animalia|Laridae","Chroicocephalus novaehollandiae novaehollandiae","(Stephens, 1826)","subspecies","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Silver Gull","3","","","","","","","","","","","","","","",""
"Coturnix (Coturnix) pectoralis|https://biodiversity.org.au/afd/taxa/d5a8bde0-f56a-4af9-962a-d168b3e3308b|Stubble Quail|Animalia|Phasianidae","Coturnix (Coturnix) pectoralis","Gould, 1837","species","Animalia","Chordata","Aves","Galliformes","Phasianidae","Coturnix","Stubble Quail","3","","","","","","","","","","","","","","",""
"Cracticus nigrogularis|https://biodiversity.org.au/afd/taxa/0f5df411-17dd-4719-91de-158fb1a77b27|Pied Butcherbird|Animalia|Artamidae","Cracticus nigrogularis","(Gould, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Cracticus","Pied Butcherbird","3","","","","","","","","","","","","","","",""
"Fregata ariel|https://biodiversity.org.au/afd/taxa/5d4fdfee-25a2-4697-8237-5a755f0d19cc|Lesser Frigatebird|Animalia|Fregatidae","Fregata ariel","(G.R. Gray, 1845)","species","Animalia","Chordata","Aves","Pelecaniformes","Fregatidae","Fregata","Lesser Frigatebird","3","Listed","","Listed","","","Listed","","","","","","","Migratory","",""
"Gallinago (Gallinago) hardwickii|https://biodiversity.org.au/afd/taxa/5c1957dc-0780-47cb-9c89-0498340c1e62|Latham's Snipe|Animalia|Scolopacidae","Gallinago (Gallinago) hardwickii","(J.E. Gray, 1831)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Gallinago","Latham's Snipe","3","Listed","Rare","","Listed","","Listed","","","Vulnerable","Vulnerable","","Vulnerable","Migratory","",""
"Gallus gallus|https://biodiversity.org.au/afd/taxa/426f7c7a-fb95-49cc-989d-4fab897aa9d1|Red Junglefowl|Animalia|Phasianidae","Gallus gallus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Galliformes","Phasianidae","Gallus","Red Junglefowl","3","","","","","","","","","","","","","","",""
"Gerygone|https://biodiversity.org.au/afd/taxa/1b5db8af-a8fe-44de-9cf4-c77258b6ed0a|Papuan Mangrove Gerygone|Animalia|Acanthizidae","Gerygone","Gould, 1841","genus","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","Papuan Mangrove Gerygone","3","","","","","","","","","","","","","","",""
"Larus dominicanus|https://biodiversity.org.au/afd/taxa/3af244a5-2205-48b9-b4b1-2b51721a20b2|Kelp Gull|Animalia|Laridae","Larus dominicanus","Lichtenstein, 1823","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Kelp Gull","3","","","","","","","","","","","","","","",""
"Larus pacificus|https://biodiversity.org.au/afd/taxa/06d1981c-58a7-4370-9e9a-158dfb89d600|Pacific Gull|Animalia|Laridae","Larus pacificus","Latham, 1801","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Pacific Gull","3","","","","","","","","","","","","","","",""
"Manorina (Manorina) melanophrys|https://biodiversity.org.au/afd/taxa/c78d1e86-c51b-4c83-b0ff-fe051ca06e70|Bell Miner|Animalia|Meliphagidae","Manorina (Manorina) melanophrys","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Bell Miner","3","","","","","","","","","","","","","","",""
"Menura (Menura) novaehollandiae|https://biodiversity.org.au/afd/taxa/944960f7-4a3f-4de8-a1fd-0f037af45a23|Superb Lyrebird|Animalia|Menuridae","Menura (Menura) novaehollandiae","Latham, 1801","species","Animalia","Chordata","Aves","Passeriformes","Menuridae","Menura","Superb Lyrebird","3","","","","","","","","","","","","","","",""
"Milvus migrans|https://biodiversity.org.au/afd/taxa/46b7236e-c41f-4148-847b-31e64fc5c789|Black Kite|Animalia|Accipitridae","Milvus migrans","(Boddaert, 1783)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Milvus","Black Kite","3","","","","","","","","Endangered","","","","","","",""
"Neophema (Neophema) pulchella|https://biodiversity.org.au/afd/taxa/e9cc09f0-bfc4-40a1-8b5b-a7f4beb3271d|Turquoise Parrot|Animalia|Psittacidae","Neophema (Neophema) pulchella","(Shaw, 1792)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","Turquoise Parrot","3","","","","","Vulnerable","","","","","","","Vulnerable","","",""
"PASSERIFORMES|https://biodiversity.org.au/afd/taxa/3a805b24-815c-456a-9f19-2c4c49586095|Yellowhammer|Animalia|null","PASSERIFORMES","","order","Animalia","Chordata","Aves","Passeriformes","","","Yellowhammer","3","","","","","","","","","","","","","","",""
"Pluvialis squatarola|https://biodiversity.org.au/afd/taxa/fd928615-5613-47eb-9cd4-7eb8e30a4993|Grey Plover|Animalia|Charadriidae","Pluvialis squatarola","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Grey Plover","3","Listed","","Listed","Listed","Vulnerable","Listed","","","Vulnerable","Vulnerable","","","Migratory","",""
"Podiceps cristatus|https://biodiversity.org.au/afd/taxa/91f0535a-f513-417d-9826-8294ae640785|Great Crested Grebe|Animalia|Podicipedidae","Podiceps cristatus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Great Crested Grebe","3","","","","","","","","Vulnerable","","","","","","",""
"Poodytes gramineus|https://biodiversity.org.au/afd/taxa/b4c2ec8d-918d-4fb4-8ef9-f6d5d3bbceda|Little Grassbird|Animalia|Locustellidae","Poodytes gramineus","(Gould, 1845)","species","Animalia","Chordata","Aves","Passeriformes","Locustellidae","Poodytes","Little Grassbird","3","","","","","","","","","","","","","","",""
"Psitteuteles|https://biodiversity.org.au/afd/taxa/4cb78a94-a260-4d17-8fe2-33afea419f23||Animalia|Psittacidae","Psitteuteles","Bonaparte, 1854","genus","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Psitteuteles","","3","","","","","","","","","","","","","","",""
"Puffinus|https://biodiversity.org.au/afd/taxa/a0c2f1c2-450c-4981-9588-1377249f0a85||Animalia|Procellariidae","Puffinus","Brisson, 1760","genus","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","","3","","","","","","","","","","","","","","",""
"Rhipidura (Rhipidura) albiscapa alisteri|https://biodiversity.org.au/afd/taxa/9958f466-51c0-4be1-be6e-459fd09d300c|South-eastern Grey Fantail|Animalia|Rhipiduridae","Rhipidura (Rhipidura) albiscapa alisteri","Mathews, 1911","subspecies","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","South-eastern Grey Fantail","3","","","","","","","","","","","","","","",""
"Sterna (Sterna) hirundo|https://biodiversity.org.au/afd/taxa/124b5a02-70b6-4afa-aed6-667574c40b04|Common Tern|Animalia|Laridae","Sterna (Sterna) hirundo","Linnaeus, 1758","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Common Tern","3","Listed","","Listed","","","Listed","","","","","","","Migratory","",""
"Thalassarche carteri|https://biodiversity.org.au/afd/taxa/3191705d-10db-47a8-bbbf-1e232203bd22|Indian Yellow-nosed Albatross|Animalia|Diomedeidae","Thalassarche carteri","(Rothschild, 1903)","species","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","Indian Yellow-nosed Albatross","3","","Endangered","","Listed","Endangered","","","","Vulnerable","Vulnerable","","","Endangered","",""
"Thalassarche|https://biodiversity.org.au/afd/taxa/aea24250-ceab-4c79-9ea4-41908504bba2||Animalia|Diomedeidae","Thalassarche","Reichenbach, 1853","genus","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","","3","","","","","","","","","","","","","","",""
"Threskiornis spinicollis|https://biodiversity.org.au/afd/taxa/c319dbaf-a363-4853-b333-75f14c47fc82|Straw-necked Ibis|Animalia|Threskiornithidae","Threskiornis spinicollis","(Jameson, 1835)","species","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Straw-necked Ibis","3","","","","","","","","","","","","","","",""
"Zanda funerea funerea|https://biodiversity.org.au/afd/taxa/8cb17619-1f24-46de-a557-c3a2632913d9|Eastern Yellow-tailed Black-cockatoo|Animalia|Cacatuidae","Zanda funerea funerea","(Shaw, 1794)","subspecies","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Zanda","Eastern Yellow-tailed Black-cockatoo","3","","","","","","","","","","","","","","",""
"Accipiter|https://biodiversity.org.au/afd/taxa/67b01f4a-b75c-4b99-8f84-a9bda5c812f7||Animalia|Accipitridae","Accipiter","Brisson, 1760","genus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","","2","","","","","","","","Endangered","","","","","","",""
"Alauda arvensis|https://biodiversity.org.au/afd/taxa/d7a096e8-a06c-47a4-bb78-8c1f80142605|Eurasian Skylark|Animalia|Alaudidae","Alauda arvensis","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Alauda","Eurasian Skylark","2","","","","","","","","","","","","","","",""
"Anas|https://biodiversity.org.au/afd/taxa/d5dbd907-0a3c-4fe4-9307-6706d7061376||Animalia|Anatidae","Anas","Linnaeus, 1758","genus","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","","2","","","","","","","","","","","","","","",""
"Anthochaera (Anellobia) chrysoptera chrysoptera|https://biodiversity.org.au/afd/taxa/e2d84ebd-14d7-4456-a646-75bc686c6b83|South-eastern Little Wattlebird|Animalia|Meliphagidae","Anthochaera (Anellobia) chrysoptera chrysoptera","(Latham, 1801)","subspecies","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","South-eastern Little Wattlebird","2","","","","","","","","","","","","","","",""
"Ardenna|https://biodiversity.org.au/afd/taxa/36d127c3-e244-4df9-ad4b-a76b06efbd40||Animalia|Procellariidae","Ardenna","Reichenbach, 1853","genus","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Ardenna","","2","","","","","","","","","","","","","","",""
"Biziura lobata|https://biodiversity.org.au/afd/taxa/53e2d734-5e33-44c2-92f7-edf444377380|Musk Duck|Animalia|Anatidae","Biziura lobata","(Shaw, 1796)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Biziura","Musk Duck","2","","","","","Vulnerable","","","","","","","","","",""
"Cacatua (Licmetis) tenuirostris|https://biodiversity.org.au/afd/taxa/1268648b-451b-4cb1-b931-ef54dcab9ba0|Long-billed Corella|Animalia|Cacatuidae","Cacatua (Licmetis) tenuirostris","(Kuhl, 1820)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Long-billed Corella","2","","","","","","","","","","","","","","",""
"Cacatua|https://biodiversity.org.au/afd/taxa/74e7e605-9ca5-47d5-a583-60a403d51991||Animalia|Cacatuidae","Cacatua","Vieillot, 1817","genus","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","","2","","","","","","","","","","","","","","",""
"Calidris (Crocethia) alba|https://biodiversity.org.au/afd/taxa/3b05d614-aca5-4d6e-b4b9-8bd7ac7f7ee6|Sanderling|Animalia|Scolopacidae","Calidris (Crocethia) alba","(Pallas, 1764)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Sanderling","2","Listed","","Listed","Listed","","Listed","","","","","","Vulnerable","Migratory","",""
"Chalcites osculans|https://biodiversity.org.au/afd/taxa/737198bf-0ca6-43e1-a428-f9e0f257f5c3|Black-eared Cuckoo|Animalia|Cuculidae","Chalcites osculans","Gould, 1847","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Chalcites","Black-eared Cuckoo","2","","","","","","","","","","","","","","",""
"Chalcophaps longirostris|https://biodiversity.org.au/afd/taxa/05e0d618-b6db-4e06-909e-b223fe73eb3b|Brown-capped Emerald-dove|Animalia|Columbidae","Chalcophaps longirostris","Gould, 1848","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Chalcophaps","Brown-capped Emerald-dove","2","","","","","","","","","","","","","","",""
"Cinclosoma (Cinclosoma) punctatum|https://biodiversity.org.au/afd/taxa/77fe27ff-1361-42a1-a72e-77ee5829cf52|Spotted Quail-thrush|Animalia|Cinclosomatidae","Cinclosoma (Cinclosoma) punctatum","(Shaw, 1794)","species","Animalia","Chordata","Aves","Passeriformes","Cinclosomatidae","Cinclosoma","Spotted Quail-thrush","2","","","","","","","","","","","","","","",""
"Coracina (Coracina) papuensis|https://biodiversity.org.au/afd/taxa/c88e2640-060b-4dff-a3f9-480426f6c915|White-bellied Cuckoo-shrike|Animalia|Campephagidae","Coracina (Coracina) papuensis","(Gmelin, 1788)","species","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Coracina","White-bellied Cuckoo-shrike","2","","","","","","","","","","","","","","",""
"Gerygone mouki richmondi|https://biodiversity.org.au/afd/taxa/2b0f0efb-1d75-4937-9903-8b4a04014c07|Southern Brown Gerygone|Animalia|Acanthizidae","Gerygone mouki richmondi","(Mathews, 1915)","subspecies","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","Southern Brown Gerygone","2","","","","","","","","","","","","","","",""
"MELIPHAGIDAE|https://biodiversity.org.au/afd/taxa/c77ba455-eec5-4a74-a546-38c8835c4b6d||Animalia|Meliphagidae","MELIPHAGIDAE","Vigors, 1825","family","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","","","2","","","","","","","","","","","","","","",""
"Myiagra (Seisura) inquieta|https://biodiversity.org.au/afd/taxa/1b11ebd1-7e44-4d81-8c12-7141ffddfc78|Restless Flycatcher|Animalia|Monarchidae","Myiagra (Seisura) inquieta","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Restless Flycatcher","2","","Rare","","","","","","","","","","","","",""
"Neosericornis citreogularis citreogularis|https://biodiversity.org.au/afd/taxa/19d74a39-e164-4dff-a3fa-d68180b54153|Yellow-throated Scrubwren|Animalia|Acanthizidae","Neosericornis citreogularis citreogularis","(Gould, 1838)","subspecies","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Neosericornis","Yellow-throated Scrubwren","2","","","","","","","","","","","","","","",""
"Nymphicus hollandicus|https://biodiversity.org.au/afd/taxa/4bcf9c5d-7254-4f41-915e-ded5b733ef73|Cockatiel|Animalia|Cacatuidae","Nymphicus hollandicus","(Kerr, 1792)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Nymphicus","Cockatiel","2","","","","","","","","","","","","","","",""
"Onychoprion fuscatus|https://biodiversity.org.au/afd/taxa/13a31834-0f30-4a9c-a68f-a22dd3d3158b|Sooty Tern|Animalia|Laridae","Onychoprion fuscatus","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Onychoprion","Sooty Tern","2","","","","","","","","","","","","Vulnerable","","",""
"Pachyptila|https://biodiversity.org.au/afd/taxa/eda2ba72-766f-4312-9f16-00def7e4f122||Animalia|Procellariidae","Pachyptila","Illiger, 1811","genus","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pachyptila","","2","","","","","","","","","","","","","","",""
"Platycercus (Platycercus) elegans elegans|https://biodiversity.org.au/afd/taxa/43a1fa1c-576e-48e6-b48d-835483b73c54|South-eastern Crimson Rosella|Animalia|Psittacidae","Platycercus (Platycercus) elegans elegans","(Gmelin, 1788)","subspecies","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","South-eastern Crimson Rosella","2","","","","","","","","","","","","","","",""
"Pluvialis fulva|https://biodiversity.org.au/afd/taxa/5526c312-451f-4c90-a69e-088b55be6956|Pacific Golden Plover|Animalia|Charadriidae","Pluvialis fulva","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pacific Golden Plover","2","Listed","Rare","Listed","Listed","Vulnerable","Listed","","","","","","","Migratory","",""
"Pterodroma (Pterodroma) solandri|https://biodiversity.org.au/afd/taxa/5542043d-6127-4bdd-8c21-aea4ff545cee|Providence Petrel|Animalia|Procellariidae","Pterodroma (Pterodroma) solandri","(Gould, 1844)","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","Providence Petrel","2","","","","","","","","","","","","Vulnerable","","",""
"Pterodroma|https://biodiversity.org.au/afd/taxa/73808de4-a6ce-4ea3-9544-832ba5c96b04||Animalia|Procellariidae","Pterodroma","Bonaparte, 1856","genus","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","","2","","","","","","","","","","","","","","",""
