"names_and_lsid","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Republic of Korea-Australia Migratory Bird Agreement (ROKAMBA)","South Australia : Conservation Status","Bonn Convention Migratory Taxa","China-Australia Migratory Bird Agreement (CAMBA)","Victoria : Conservation Status","Japan-Australia Migratory Bird Agreement (JAMBA)","Australian Capital Territory : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status","Western Australia : Conservation status: Priority 4","WA State Notifiable Pests"
"PODICIPEDIFORMES|https://biodiversity.org.au/afd/taxa/7bef6402-f539-4557-bd13-b3b0496dee23||Animalia|null","PODICIPEDIFORMES","","order","Animalia","Chordata","Aves","Podicipediformes","","","","89","","","","","","","","","","","","","","",""
"Pachycephala (Alisterornis) rufiventris minor|https://biodiversity.org.au/afd/taxa/cc1e7647-0cf5-423d-abde-e7f8ccd46215|Tiwi Rufous Whistler|Animalia|Pachycephalidae","Pachycephala (Alisterornis) rufiventris minor","Zeitz, 1914","subspecies","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Tiwi Rufous Whistler","89","","","","","","","","","","","","","","",""
"Poecilodryas|https://biodiversity.org.au/afd/taxa/f6b74259-3b05-4dc7-93ef-740d89645d15||Animalia|Petroicidae","Poecilodryas","Gould, 1865","genus","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Poecilodryas","","89","","","","","","","","","","","","","","",""
"Spilopelia chinensis tigrina|https://biodiversity.org.au/afd/taxa/5514db84-61d7-4f2f-9753-0fdc65ee8331|Southern Asian Spotted Dove|Animalia|Columbidae","Spilopelia chinensis tigrina","(Temminck, 1809)","subspecies","Animalia","Chordata","Aves","Columbiformes","Columbidae","Spilopelia","Southern Asian Spotted Dove","89","","","","","","","","","","","","","","",""
"Synoicus chinensis victoriae|https://biodiversity.org.au/afd/taxa/69ef9669-ad29-4280-92a1-e4238ec5015b|Eastern King Quail|Animalia|Phasianidae","Synoicus chinensis victoriae","(Mathews, 1912)","subspecies","Animalia","Chordata","Aves","Galliformes","Phasianidae","Synoicus","Eastern King Quail","89","","","","","Endangered","","","","","","","","","",""
"Amaurornis moluccana ruficrissa|https://biodiversity.org.au/afd/taxa/2f7b0cbe-6211-4c43-bba8-17a48bfc787c|Torresian Pale-vented Bush-hen|Animalia|Rallidae","Amaurornis moluccana ruficrissa","Gould, 1869","subspecies","Animalia","Chordata","Aves","Gruiformes","Rallidae","Amaurornis","Torresian Pale-vented Bush-hen","88","","","","","","","","","","","","Vulnerable","","",""
"Anthus (Anthus) novaeseelandiae bilbali|https://biodiversity.org.au/afd/taxa/d2f475dd-c2d6-4068-9f01-6aec85771a7a|South-western Australian Pipit|Animalia|Motacillidae","Anthus (Anthus) novaeseelandiae bilbali","Mathews, 1912","subspecies","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","South-western Australian Pipit","88","","","","","","","","","","","","","","",""
"Irediparra gallinacea novaehollandiae|https://biodiversity.org.au/afd/taxa/f41986f1-5ba3-404c-a1a9-30f817a72923|Australian Comb-crested Jacana|Animalia|Jacanidae","Irediparra gallinacea novaehollandiae","Salvadori, 1882","subspecies","Animalia","Chordata","Aves","Charadriiformes","Jacanidae","Irediparra","Australian Comb-crested Jacana","88","","","","","","","","","","","","Vulnerable","","",""
"Meliphaga (Meliphaga) lewinii mab|https://biodiversity.org.au/afd/taxa/0a59791a-b162-486d-83be-05b958c1f832|Central Queensland Coast Lewin's Honeyeater|Animalia|Meliphagidae","Meliphaga (Meliphaga) lewinii mab","(Mathews, 1912)","subspecies","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","Central Queensland Coast Lewin's Honeyeater","88","","","","","","","","","","","","","","",""
"Myiagra (Piezorhynchus) alecto wardelli|https://biodiversity.org.au/afd/taxa/33bc19e4-35f4-4ea7-bcd3-7a648cdadef2|Eastern Shining Flycatcher|Animalia|Monarchidae","Myiagra (Piezorhynchus) alecto wardelli","(Mathews, 1911)","subspecies","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Eastern Shining Flycatcher","88","","","","","","","","","","","","","","",""
"Ptilinopus magnificus assimilis|https://biodiversity.org.au/afd/taxa/f3403b0d-0417-45de-909e-99741a074420||Animalia|Columbidae","Ptilinopus magnificus assimilis","(Gould, 1850)","subspecies","Animalia","Chordata","Aves","Columbiformes","Columbidae","Ptilinopus","","88","","","","","","","","","","","","Vulnerable","","",""
"Amytornis (Magnamytis) whitei oweni|https://biodiversity.org.au/afd/taxa/54e3750f-6867-4199-80a2-7387e2aa0508|Sandhill Rufous Grasswren|Animalia|Maluridae","Amytornis (Magnamytis) whitei oweni","(Mathews, 1911)","subspecies","Animalia","Chordata","Aves","Passeriformes","Maluridae","Amytornis","Sandhill Rufous Grasswren","87","","","","","","","","","","","","","","",""
"Aplonis (Aplonis) fusca hulliana|https://biodiversity.org.au/afd/taxa/7b241ea8-07ab-4aa0-a2d7-c0b43767c3d4|Lord Howe Tasman Starling|Animalia|Sturnidae","Aplonis (Aplonis) fusca hulliana","Mathews, 1912","subspecies","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Lord Howe Tasman Starling","87","","","","","","","","","","Extinct","","","","",""
"Phaethon rubricauda roseotinctus|https://biodiversity.org.au/afd/taxa/1ab4535e-358d-4e06-ad72-15b787d03285|Pacific Red-tailed Tropicbird|Animalia|Phaethontidae","Phaethon rubricauda roseotinctus","Mathews, 1926","subspecies","Animalia","Chordata","Aves","Phaethontiformes","Phaethontidae","Phaethon","Pacific Red-tailed Tropicbird","87","","","","Listed","","Listed","","","Vulnerable","","","Vulnerable","","Rare, Near Threatened",""
"Thalasseus|https://biodiversity.org.au/afd/taxa/c8c9b5b5-bb20-4cfc-a7ce-93d2f32e578c||Animalia|Laridae","Thalasseus","Boie, 1822","genus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","","87","","","","","","","","","","","","","","",""
"ZOSTEROPIDAE|https://biodiversity.org.au/afd/taxa/2407c4aa-dee4-4bfc-85c0-c3110e9d6519||Animalia|Zosteropidae","ZOSTEROPIDAE","Bonaparte, 1853","family","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","","","87","","","","","","","","","","","","","","",""
"Fregata ariel ariel|https://biodiversity.org.au/afd/taxa/b4453df0-ca97-4d67-8be7-a5fe73200c9a|Indo-pacific Lesser Frigatebird|Animalia|Fregatidae","Fregata ariel ariel","(G.R. Gray, 1845)","subspecies","Animalia","Chordata","Aves","Pelecaniformes","Fregatidae","Fregata","Indo-pacific Lesser Frigatebird","86","Listed","","","Listed","","Listed","","","","","","","Migratory","",""
"Gerygone magnirostris cairnsensis|https://biodiversity.org.au/afd/taxa/ac86f368-7e16-46df-839b-f0c4f690fef9|North Queensland Large-billed Gerygone|Animalia|Acanthizidae","Gerygone magnirostris cairnsensis","Mathews, 1912","subspecies","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","North Queensland Large-billed Gerygone","86","","","","","","","","","","","","","","",""
"Gerygone palpebrosa personata|https://biodiversity.org.au/afd/taxa/95378ab4-87e1-4d68-805c-1ab1f9fcd2e8|Cape York Fairy Gerygone|Animalia|Acanthizidae","Gerygone palpebrosa personata","Gould, 1866","subspecies","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","Cape York Fairy Gerygone","86","","","","","","","","","","","","","","",""
"Glareola|https://biodiversity.org.au/afd/taxa/9d2f8aa4-a52e-4f29-a850-025e2d326f29||Animalia|Glareolidae","Glareola","Brisson, 1760","genus","Animalia","Chordata","Aves","Charadriiformes","Glareolidae","Glareola","","86","","","","","","","","","","","","","","",""
"Hemiphaga novaeseelandiae|https://biodiversity.org.au/afd/taxa/f7f998a1-fd0d-445f-b688-b498ca5ed461|New Zealand Pigeon|Animalia|Columbidae","Hemiphaga novaeseelandiae","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Hemiphaga","New Zealand Pigeon","86","","","","","","","","","","","","","","",""
"Tyto novaehollandiae castanops|https://biodiversity.org.au/afd/taxa/2c30d58b-572b-4dab-8644-b222c28eb0ec|Tasmanian Masked Owl|Animalia|Tytonidae","Tyto novaehollandiae castanops","(Gould, 1837)","subspecies","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tasmanian Masked Owl","86","","","","","Critically Endangered","","","","","","Vulnerable","Vulnerable","","",""
"Agapornis|ALA_DR22913_2308_0||Animalia|Psittacidae","Agapornis","","genus","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Agapornis","","85","","","","","","","","","","","","","","",""
"Cacatua (Cacatua) galerita fitzroyi|https://biodiversity.org.au/afd/taxa/c377e257-1c7a-4aad-bb4f-5eed757d279c|Northern Sulphur-crested Cockatoo|Animalia|Cacatuidae","Cacatua (Cacatua) galerita fitzroyi","(Mathews, 1912)","subspecies","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Northern Sulphur-crested Cockatoo","85","","","","","","","","","","","","","","",""
"Chalcites lucidus lucidus|https://biodiversity.org.au/afd/taxa/496672f7-e4cb-456f-b9b4-888d36264ac8|New Zealand Shining Bronze-cuckoo|Animalia|Cuculidae","Chalcites lucidus lucidus","(Gmelin, 1788)","subspecies","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Chalcites","New Zealand Shining Bronze-cuckoo","85","","","","","","","","","","","","","","",""
"Gymnorhina|https://biodiversity.org.au/afd/taxa/360ab2fe-f3ac-4920-889f-e88b9f697cbd||Animalia|Artamidae","Gymnorhina","G.R. Gray, 1840","genus","Animalia","Chordata","Aves","Passeriformes","Artamidae","Gymnorhina","","85","","","","","","","","","","","","","","",""
"Anthochaera (Anellobia) chrysoptera halmaturina|https://biodiversity.org.au/afd/taxa/3fbe55ce-7637-4abd-a61e-7100f6267f4e|Kangaroo Island Little Wattlebird|Animalia|Meliphagidae","Anthochaera (Anellobia) chrysoptera halmaturina","(Mathews, 1912)","subspecies","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","Kangaroo Island Little Wattlebird","84","","","","","","","","","","","","","","",""
"CISTICOLIDAE|https://biodiversity.org.au/afd/taxa/146e4491-70b2-44aa-8780-15a0d05f6778||Animalia|Cisticolidae","CISTICOLIDAE","Sundevall, 1872","family","Animalia","Chordata","Aves","Passeriformes","Cisticolidae","","","84","","","","","","","","","","","","","","",""
"Centropus phasianinus melanurus|https://biodiversity.org.au/afd/taxa/6fd4a99e-9ca4-453c-babe-52bf913c08d6|Northern Pheasant Coucal|Animalia|Cuculidae","Centropus phasianinus melanurus","Gould, 1847","subspecies","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Centropus","Northern Pheasant Coucal","84","","","","","","","","","","","","","","",""
"Cyanoramphus cookii|https://biodiversity.org.au/afd/taxa/45dfd244-d0c9-447c-ab19-0ac46382e0de|Norfolk Island Parakeet|Animalia|Psittacidae","Cyanoramphus cookii","(G.R. Gray, 1859)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cyanoramphus","Norfolk Island Parakeet","84","","","","","","","","","","Endangered","","","","",""
"Hydroprogne|https://biodiversity.org.au/afd/taxa/99cd308b-5d1d-4a7e-ba88-574f6bf28902||Animalia|Laridae","Hydroprogne","Kaup, 1829","genus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","","84","","","","","","","","","","","","","","",""
"Todiramphus (Todiramphus) sanctus vagans|https://biodiversity.org.au/afd/taxa/b390f6e1-d898-42e2-bfde-4832dca9767a|Tasman Sacred Kingfisher|Animalia|Alcedinidae","Todiramphus (Todiramphus) sanctus vagans","(Lesson, 1828)","subspecies","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Todiramphus","Tasman Sacred Kingfisher","84","","","","","","","","","","","","","","",""
"Acanthiza (Acanthiza) ewingii ewingii|https://biodiversity.org.au/afd/taxa/ccbe9dfb-11f1-4026-b88a-84c8f06b3db2|Southern Tasmanian Thornbill|Animalia|Acanthizidae","Acanthiza (Acanthiza) ewingii ewingii","Gould, 1844","subspecies","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Southern Tasmanian Thornbill","83","","","","","","","","","","","","","","",""
"Bubo|https://biodiversity.org.au/afd/taxa/b60d5b9a-f994-4c54-89b8-6cd67f7f15b0||Animalia|Strigidae","Bubo","Duméril, 1806","genus","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo","","83","","","","","","","","","","","","","","",""
"Ptilinopus magnificus keri|https://biodiversity.org.au/afd/taxa/203c6ac2-c7de-45fa-bc15-d3d3f896a81b|Wet Tropics Wompoo Fruit-dove|Animalia|Columbidae","Ptilinopus magnificus keri","(Mathews, 1912)","subspecies","Animalia","Chordata","Aves","Columbiformes","Columbidae","Ptilinopus","Wet Tropics Wompoo Fruit-dove","83","","","","","","","","","","","","Vulnerable","","",""
"Aprosmictus erythropterus coccineopterus|https://biodiversity.org.au/afd/taxa/5aff7255-8692-460c-b598-9a22884a7010|Northern Red-winged Parrot|Animalia|Psittacidae","Aprosmictus erythropterus coccineopterus","Gould, 1865","subspecies","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aprosmictus","Northern Red-winged Parrot","82","","","","","","","","","","","","","","",""
"Falco (Ieracidea) berigora occidentalis|https://biodiversity.org.au/afd/taxa/863dd3b7-eb1d-4739-8599-da003417e40a|Western Brown Falcon|Animalia|Falconidae","Falco (Ieracidea) berigora occidentalis","Gould, 1844","subspecies","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Western Brown Falcon","82","","","","","","","","","","","","","","",""
"Megapodius (Megapodius) reinwardt tumulus|https://biodiversity.org.au/afd/taxa/7224511f-f6bb-45f3-8918-8286f2a7ed3e|Western Orange-footed Scrubfowl|Animalia|Megapodiidae","Megapodius (Megapodius) reinwardt tumulus","Gould, 1842","subspecies","Animalia","Chordata","Aves","Galliformes","Megapodiidae","Megapodius","Western Orange-footed Scrubfowl","82","","","","","","","","","","","","","","",""
"PYCNONOTIDAE|https://biodiversity.org.au/afd/taxa/4c44f488-9de2-4ef7-a1e7-e83714f370cb||Animalia|Pycnonotidae","PYCNONOTIDAE","G.R. Gray, 1840","family","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","","","82","","","","","","","","","","","","","","",""
"Artamus (Angroyan) minor derbyi|https://biodiversity.org.au/afd/taxa/f4ea7944-bf34-403c-b0e6-c5c8152e5164|Northern Little Woodswallow|Animalia|Artamidae","Artamus (Angroyan) minor derbyi","Mathews, 1912","subspecies","Animalia","Chordata","Aves","Passeriformes","Artamidae","Artamus","Northern Little Woodswallow","81","","","","","","","","","","","","","","",""
"Gelochelidon nilotica affinis|https://biodiversity.org.au/afd/taxa/a7654147-c02e-4e44-9c61-84c74da7e3d1|Asian Gull-billed Tern|Animalia|Laridae","Gelochelidon nilotica affinis","(Horsfeld, 1821)","subspecies","Animalia","Chordata","Aves","Charadriiformes","Laridae","Gelochelidon","Asian Gull-billed Tern","81","","","","Listed","","","","","","","","","Migratory","",""
"Neophema (Neonanodes) petrophila petrophila|https://biodiversity.org.au/afd/taxa/50d35867-0114-41d9-a1ed-8654dd7d170c||Animalia|Psittacidae","Neophema (Neonanodes) petrophila petrophila","(Gould, 1841)","subspecies","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","81","","","","","","","","","","","","","","Rare, Near Threatened",""
"Poephila (Poephila) acuticauda hecki|https://biodiversity.org.au/afd/taxa/cb3b6437-baf4-42d9-8c17-00dbad0c0d45|Eastern Long-tailed Finch|Animalia|Estrildidae","Poephila (Poephila) acuticauda hecki","Heinroth, 1900","subspecies","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Poephila","Eastern Long-tailed Finch","81","","","","","","","","","","","","","","",""
"Chalcophaps|https://biodiversity.org.au/afd/taxa/d7b9e767-33c5-409c-b90c-99b66d2c8e0f||Animalia|Columbidae","Chalcophaps","Gould, 1843","genus","Animalia","Chordata","Aves","Columbiformes","Columbidae","Chalcophaps","","80","","","","","","","","","","","","","","",""
"Colluricincla (Myiolestes) rufogaster griseata|https://biodiversity.org.au/afd/taxa/e77f5954-befb-4c15-9035-6ae7e2e90f1c||Animalia|Pachycephalidae","Colluricincla (Myiolestes) rufogaster griseata","(G.R. Gray, 1858)","subspecies","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Colluricincla","","80","","","","","","","","","","","","","","",""
"Dromaius|https://biodiversity.org.au/afd/taxa/919de39e-664f-4af3-a0cb-8885a733cf4a||Animalia|Casuariidae","Dromaius","Vieillot, 1816","genus","Animalia","Chordata","Aves","Struthioniformes","Casuariidae","Dromaius","","80","","","","","","","","","","","","","","",""
"Stagonopleura (Zonaeginthus)|https://biodiversity.org.au/afd/taxa/b7e34ac7-1539-4593-8f74-98b45ede7868||Animalia|Estrildidae","Stagonopleura (Zonaeginthus)","Cabanis, 1851","subgenus","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Stagonopleura","","80","","","","","","","","","","","","","","",""
"Acanthiza (Acanthiza) apicalis whitlocki|https://biodiversity.org.au/afd/taxa/5466c595-5d05-4a2a-aa58-d06b52ec2559|Western Inland Thornbill|Animalia|Acanthizidae","Acanthiza (Acanthiza) apicalis whitlocki","North, 1909","subspecies","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Western Inland Thornbill","79","","","","","","","","","","","","","","",""
"Acrocephalus (Acrocephalus) orientalis|https://biodiversity.org.au/afd/taxa/729d4fff-3e86-4456-b77e-26ab264d835f|Oriental Reed-warbler|Animalia|Acrocephalidae","Acrocephalus (Acrocephalus) orientalis","(Temminck & Schlegel, 1847)","species","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Acrocephalus","Oriental Reed-warbler","79","Listed","","Listed","Listed","","Listed","","","","","","","Migratory","",""
"Chlidonias|https://biodiversity.org.au/afd/taxa/cc4929d0-ae25-42fc-86dc-e8c4de4c9619||Animalia|Laridae","Chlidonias","Rafinesque, 1822","genus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chlidonias","","79","","","","","","","","","","","","","","",""
"Gallinago (Gallinago) stenura|https://biodiversity.org.au/afd/taxa/837ee431-9604-4f4c-9d21-8fd27be9c93b|Pin-tailed Snipe|Animalia|Scolopacidae","Gallinago (Gallinago) stenura","(Bonaparte, 1830)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Gallinago","Pin-tailed Snipe","79","Listed","","Listed","Listed","","Listed","","","","","","","Migratory","",""
"Elanus|https://biodiversity.org.au/afd/taxa/e5a142d0-0537-4d76-bc7c-143b1ed33e21||Animalia|Accipitridae","Elanus","Savigny, 1809","genus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","","78","","","","","","","","Endangered","","","","","","",""
"Hirundo|https://biodiversity.org.au/afd/taxa/5797a4f6-e4a2-4401-8b52-81903a5463b0||Animalia|Hirundinidae","Hirundo","Linnaeus, 1758","genus","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","","78","","","","","","","","","","","","","","",""
"Pygoscelis papua papua|https://biodiversity.org.au/afd/taxa/302438a6-9d7b-484f-ae18-d45437580fad|Subantarctic Gentoo Penguin|Animalia|Spheniscidae","Pygoscelis papua papua","(J.R. Forster, 1781)","subspecies","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Pygoscelis","Subantarctic Gentoo Penguin","78","","","","","","","","","","","","","","",""
"Gygis alba candida|https://biodiversity.org.au/afd/taxa/296a22c5-b6bf-4b0f-bbe6-93fdcfa548c1|Indo-pacific White Tern|Animalia|Laridae","Gygis alba candida","(Gmelin, 1789)","subspecies","Animalia","Chordata","Aves","Charadriiformes","Laridae","Gygis","Indo-pacific White Tern","77","","","","","","","","","","","","Vulnerable","","",""
"Psophodes (Psophodes) olivaceus lateralis|https://biodiversity.org.au/afd/taxa/f58f002c-dbff-434c-99ca-87a64e2cc54a|Wet Tropics Eastern Whipbird|Animalia|Psophodidae","Psophodes (Psophodes) olivaceus lateralis","North, 1879","subspecies","Animalia","Chordata","Aves","Passeriformes","Psophodidae","Psophodes","Wet Tropics Eastern Whipbird","77","","","","","","","","","","","","","","",""
"Pycnoptilus floccosus sandlandi|https://biodiversity.org.au/afd/taxa/7a1c43d5-d314-417d-90c6-13d65e0687f3|Lowland Pilotbird|Animalia|Acanthizidae","Pycnoptilus floccosus sandlandi","Mathews, 1912","subspecies","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Pycnoptilus","Lowland Pilotbird","77","","","","","Vulnerable","","Vulnerable","","","Vulnerable","","","","",""
"Zosterops luteus balstoni|https://biodiversity.org.au/afd/taxa/bd69c8fd-42c3-4c80-814a-36ecad279a6a|Western Australian Yellow White-eye|Animalia|Zosteropidae","Zosterops luteus balstoni","Ogilvie-Grant, 1909","subspecies","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","Western Australian Yellow White-eye","77","","","","","","","","","","","","","","",""
"Cecropis|ALA_DR22891_106_0||Animalia|Hirundinidae","Cecropis","","genus","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Cecropis","","76","","","","","","","","","","","","","","",""
"Meliphaga (Microptilotis) fordiana|https://biodiversity.org.au/afd/taxa/f5625208-c5ba-4ca2-8da0-0f3664b7d150|Kimberley Honeyeater|Animalia|Meliphagidae","Meliphaga (Microptilotis) fordiana","Schodde, 1989","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","Kimberley Honeyeater","76","","","","","","","","","","","","","","",""
"Pachycephala (Mattingleya) simplex simplex|https://biodiversity.org.au/afd/taxa/bd85bad2-41d3-44c4-8d7e-a58a5bafd1c2||Animalia|Pachycephalidae","Pachycephala (Mattingleya) simplex simplex","Gould, 1843","subspecies","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","","76","","","","","","","","","","","","","","",""
"Platycercus (Violania) eximius elecica|https://biodiversity.org.au/afd/taxa/142b4101-a470-4f39-9532-89c0a0ef20a9|Golden-mantled Rosella|Animalia|Psittacidae","Platycercus (Violania) eximius elecica","Schodde & Short, 1989","subspecies","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","Golden-mantled Rosella","76","","","","","","","","","","","","","","",""
"Strepera (Strepera) graculina nebulosa|https://biodiversity.org.au/afd/taxa/944bddd1-787d-41dc-b9df-9b765c589d5c||Animalia|Artamidae","Strepera (Strepera) graculina nebulosa","Schodde & Mason, 1999","subspecies","Animalia","Chordata","Aves","Passeriformes","Artamidae","Strepera","","76","","","","","","","","","","","","","","",""
"Philemon (Philemon) argenticeps kempi|https://biodiversity.org.au/afd/taxa/6030f213-f1ca-4409-b504-009c07970a9f|Cape York Silver-crowned Friarbird|Animalia|Meliphagidae","Philemon (Philemon) argenticeps kempi","Mathews, 1912","subspecies","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Cape York Silver-crowned Friarbird","75","","","","","","","","","","","","","","",""
"Gerygone olivacea rogersi|https://biodiversity.org.au/afd/taxa/1b796896-fa26-47a8-b3d5-c5f8cad7d38c|North-western White-throated Gerygone|Animalia|Acanthizidae","Gerygone olivacea rogersi","Mathews, 1911","subspecies","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","North-western White-throated Gerygone","74","","","","","","","","","","","","","","",""
"Meliphaga (Meliphaga) notata notata|https://biodiversity.org.au/afd/taxa/a04a8ecb-ca92-435b-8715-216f88077e29|Cape York Yellow-spotted Honeyeater|Animalia|Meliphagidae","Meliphaga (Meliphaga) notata notata","(Gould, 1867)","subspecies","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","Cape York Yellow-spotted Honeyeater","74","","","","","","","","","","","","","","",""
"Coracina (Paragraucalus) lineata lineata|https://biodiversity.org.au/afd/taxa/4b6e2d9f-1b7f-4c0b-a555-083ea1bd92a6|Australian Barred Cuckoo-shrike|Animalia|Campephagidae","Coracina (Paragraucalus) lineata lineata","(Swainson, 1825)","subspecies","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Coracina","Australian Barred Cuckoo-shrike","73","","","","","","","","","","","","Vulnerable","","",""
"Megapodius (Megapodius) reinwardt castanonotus|https://biodiversity.org.au/afd/taxa/ffd5cdfd-4a7c-4cec-9a9a-ba153bb297d6|Southern Queensland Orange-footed Scrubfowl|Animalia|Megapodiidae","Megapodius (Megapodius) reinwardt castanonotus","Mayr, 1938","subspecies","Animalia","Chordata","Aves","Galliformes","Megapodiidae","Megapodius","Southern Queensland Orange-footed Scrubfowl","73","","","","","","","","","","","","","","",""
"Nectarinia (Cyrtostomus) jugularis frenata|https://biodiversity.org.au/afd/taxa/cb8b4aa0-2023-4080-abf4-c8e5a9e222d5||Animalia|Nectariniidae","Nectarinia (Cyrtostomus) jugularis frenata","S. Müller, 1843","subspecies","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","Nectarinia","","73","","","","","","","","","","","","","","",""
"Podiceps|https://biodiversity.org.au/afd/taxa/37784d52-08de-44e5-98c8-04ab66892d18||Animalia|Podicipedidae","Podiceps","Latham, 1787","genus","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","","73","","","","","","","","","","","","","","",""
"Rallinae|https://biodiversity.org.au/afd/taxa/720fb2ff-0a75-4cbc-aa53-907b26d04e6e||Animalia|Rallidae","Rallinae","Rafinesque, 1815","subfamily","Animalia","Chordata","Aves","Gruiformes","Rallidae","","","73","","","","","","","","","","","","","","",""
"Rhipidura (Howeavis) dryas dryas|https://biodiversity.org.au/afd/taxa/2ea12c61-e070-4dac-b2de-0f4b248f9ad6|Australian Arafura Fantail|Animalia|Rhipiduridae","Rhipidura (Howeavis) dryas dryas","Gould, 1843","subspecies","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Australian Arafura Fantail","73","","","","","","","","","","","","","","",""
"Rhipidura (Howeavis) rufifrons intermedia|https://biodiversity.org.au/afd/taxa/255c58e3-4eb6-4b01-a7de-bdac8a9469c9|North-eastern Rufous Fantail|Animalia|Rhipiduridae","Rhipidura (Howeavis) rufifrons intermedia","North, 1902","subspecies","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","North-eastern Rufous Fantail","73","","","Listed","","","","","","","","","","","",""
"Rhipidura (Rhipidura) albiscapa keasti|https://biodiversity.org.au/afd/taxa/3c14d50c-b375-42fe-96aa-667a21feeb45|North-eastern Grey Fantail|Animalia|Rhipiduridae","Rhipidura (Rhipidura) albiscapa keasti","Ford, 1981","subspecies","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","North-eastern Grey Fantail","73","","","","","","","","","","","","","","",""
"Turdus poliocephalus vinitinctus|https://biodiversity.org.au/afd/taxa/e865f4f9-dba4-4105-9222-dccde3901ccd|Lord Howe Thrush|Animalia|Turdidae","Turdus poliocephalus vinitinctus","(Gould, 1855)","subspecies","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Lord Howe Thrush","73","","","","","","","","","","","","","","",""
"Hydrobates matsudairae|https://biodiversity.org.au/afd/taxa/d3093de6-25da-41e9-be3d-d91820b862c3|Matsudaira's Storm-petrel|Animalia|Hydrobatidae","Hydrobates matsudairae","(Kuroda, 1922)","species","Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Hydrobates","Matsudaira's Storm-petrel","72","","","","","","Listed","","","","","","","Migratory","",""
